Boston, New York, USA	42.6289858 -78.7376213
Panjshir, Afghanistan	35.4338536 69.7930899
Lahaska, Pennsylvania, USA	40.3465199 -75.031152
Paterna, Valencia, Spain	39.5039227 -0.4421014
Triunfo, Rio Grande do Sul, Brazil	-29.9407972 -51.7191859
Keeseville, New York, USA	44.5040665 -73.4824790818402
Purbach, Burgenland, Austria	47.9257508 16.686899427861135
Falmouth, Pennsylvania, USA	40.1295383 -76.7138571
Edwards, Colorado, USA	39.624457 -106.63085239890029
Adkins, Texas, USA	29.3930129 -98.2372329
Katerini, Greece	40.2713616 22.5087618
Hammer Park, Hamburg, Germany	53.5587595 10.057942673157768
Shiga, Ishikawa Prefecture, Japan	37.1570412 140.4468974
Cook's Creek, Manitoba, Canada	50.0557245 -96.7957811
Swanage, England, UK	50.6133327 -1.9711009424050632
Karteros, Crete, Greece	35.3276412 25.2012903
Central City, Colorado, USA	39.8019322 -105.5141639
Sukabumi, Indonesia	-6.9199289 106.9265095
Taihape, Manawatu-Wanganui, New Zealand	-39.6766915 175.7983062
Saint-Jean de Maruejols, Gard, France	44.2870099 4.3686388
The Knesset, Jerusalem, Israel	31.7784454 35.2049791
Isle of Skye, Scotland, UK	57.363045 -6.301979224806201
Thorold, Ontario, Canada	43.1249127 -79.2005935
Tappan, New York, USA	41.0249745 -73.95061182898539
Topanga, California, USA	34.0908579 -118.5972512
Karakorum, Mongolia	47.192824 102.8202229
Boyne City, Michigan, USA	45.216675 -85.013942
Jalsov�, Slovakia	48.1743144 19.064501
Cairo International Airport, Cairo, Egypt	30.1141148 31.424702260069452
El Giza, Egypt	30.01580945 31.332779718798953
Ghadames, Libya	30.1258404 9.4900658
Skagit River, Washington, USA	48.9534012 -121.0803893
Pleasant Ridge, Michigan, USA	42.471147 -83.1421482
Isola di Pellestrina, Veneto, Italy	45.2836672 12.303756846583333
Nicholas County, Kentucky, USA	38.3287954 -84.0153581
Kallenhardt, North Rhine-Westphalia, Germany	51.438203200000004 8.431420408182245
South Geelong, Victoria, Australia	-38.166803 144.3612521
Deshaies, Guadeloupe, France	16.3061627 -61.7938974
Cesky Krumlov, Czech Republic	48.805114950000004 14.316197791106362
Hofburg Castle, Vienna, Austria	48.206329350000004 16.365625875684927
Keo, Arkansas, USA	34.6028709 -92.00903
Bozsok, Hungary	47.3223133 16.4886974
Beavercreek, Ohio, USA	39.7092262 -84.0632685
Island Bay, Wellington, New Zealand	-41.3323139 174.7716525
North Clarendon, Vermont, USA	43.5667355 -72.9653833
Kelaniya,Polhena,Sri Lanka	6.9618295 79.9229876
Fustat, Cairo, Egypt	30.0035715 31.231982174372874
City Garden, Tel Aviv, Israel	32.0825716 34.780641812081214
Rouen, Seine-Maritime, France	49.4404591 1.0939658
Wildwood, New Jersey, USA	38.9862925 -74.8217237
San Ignacio, Sinaloa, Mexico	23.92493515 -106.27530726923777
Wentworth, New South Wales, Australia	-34.1077255 141.919296
near Fox, Alaska, USA	64.9582872 -147.6184245
Phoenix, New York, USA	43.231179 -76.300764
Marinka, Donetsk Oblast, Ukraine	47.9401242 37.5022312
The Trades Hall, Melbourne, Australia	-37.807011 144.9666602
Kearneysville, West Virginia, USA	39.3881556 -77.8855516
Arroyo Grande Valley, California, USA	35.1583532 -120.5308411
Krasnyi Luch, Ukraine	48.1351471 38.9198948
Cafe Roskam, Brussels, Belgium	50.85089425 4.347161445465948
Oroville, Washington, USA	48.9376147 -119.436168
Elton, Maryland, USA	39.2226321 -77.0596283
Limon, Costa Rica	10.0971011 -83.33945429672625
Deerpark, New York, USA	41.4250605 -74.66888269357393
1250 Bardstown RD Louisville, Kentucky, USA	38.23478299999999 -85.71769135838278
Frishman Beach, Tel Aviv, Israel	32.0804935 34.76670883576811
Vinalhaven, Maine, USA	44.0481374 -68.8316985
Kalahari Desert, Botswana	-23.0 22.0
De Haan aan Zee, Belgium	51.2727032 3.0325926
Rehoboth, Namibia	-23.315105 17.0816994
Chester, Vermont, USA	43.2629706 -72.5945649
Carmaux, Tarn, France	44.0496296 2.1583033
West Park, New York, USA	41.7945375 -73.9595823
Upper Peninsula of Michigan, USA	45.8391804 -88.0886734
Malinao, Albay, Philippines	13.3974574 123.7049776
Mangatawhiri, Auckland, New Zealand	-36.3534044 174.7871355
Blountville, Tennessee, USA	36.533767 -82.33343531171823
Oglinzi, Romania	47.2481617 26.350538
Serpa, Beja, Portugal	37.95878295 -7.460404684473228
Suzanne Dellal Center for Dance and Theater, Tel Aviv	32.0607621 34.76425215570082
Samastipur, Bihar, India	25.7744929 85.86626813370123
Samangan Province, Afghanistan	36.6859138 67.6862624
Santa Isabel Cholula, Puebla, Mexico	18.9679112 -98.39032523221574
Tarzana, California, USA	34.1689295 -118.536567
Cruseilles, Haute-Savoie, France	46.0336537 6.1088486
Oakwood, Georgia, USA	34.227602 -83.8843455
Nugegoda, Sri Lanka	6.8699688 79.8882835
Innaloo, Western Australia, Australia	-31.8937756 115.7957972
Quatermarkt, Cologne, Germany	50.9365865 6.9579707
Chiclayo, Lambayeque, Peru	-6.766417 -79.8408308
Pelham, New York, USA	40.9098215 -73.8079111
Panchimalco, El Salvador	13.6646294 -89.2526317
Miami, Queensland, Australia	-28.0680039 153.4377915
Shelburne, Ontario, Canada	44.078473 -80.203431
Watzmann, Bavaria, Germany	47.57364955 12.94290633046585
Sykesville, Maryland, USA	39.365992 -76.9688737
Antalya, Turkey	36.9009641 30.6954846
Vernon, British Columbia, Canada	50.2668671 -119.2718157
Halabja, Kurdistan, Iraq	35.1855646 46.0040998
Spa-Hotel Eden, Nokia, Finland	61.4675208 23.5305909
Aitkin, Minnesota, USA	46.5714822 -93.3847595
Steger, Illinois, USA	41.4700348 -87.636432
Sporting Center, Rome, Italy	41.9051599 12.56394404951541
Poppenhausen, Hessen, Germany	50.4887727 9.8694063
San Agustin de Guadalix, Madrid, Spain	40.6916219 -3.6105817
Kathu, Phuket, Thailand	7.9344623 98.3231523
Wingham, Ontario, Canada	43.886245 -81.31275
House Rock Canyon, Arizona, USA	36.72291 -112.058494
Perafita, Portugal	41.2238494 -8.6968605
Upper Mustang, Nepal	-27.8682723 153.3026773
Riga Kengarags, Latvia	56.9237479 24.171195007170542
Bacchus Marsh, Victoria, Australia	-37.6751897 144.4366202
Rathgormack, County Waterford, Ireland	52.305461 -7.4986519
Mille Lacs Lake, Minnesota, USA	46.238566500000005 -93.6602923265782
Vashon, Washington, USA	47.420875949999996 -122.47370525466893
Galena, Illinois, USA	42.4157304 -90.4294726
South Vietnam	52.5398428 13.4117863
Norton, Massachusetts, USA	41.9667666 -71.1869939
Linkoping, Sweden	58.4098135 15.6245252
�rd, Hungary	41.978112 -72.7811222
Alba, Texas, USA	32.7919884 -95.6328811
Marville, Meuse, France	49.4547462 5.4592206
Stade Gilbert Brutus, Perpignan, France	42.722973249999995 2.885173195196324
The Sixty Steps, Glasgow, Scotland	55.879226 -4.2841934
El Chaco, Argentina	-34.794787 -58.4165737
Port of Piraeus, Greece	37.9391431 23.625032433041838
Araya, Estado Sucre, Venezuela	10.5798051 -64.2577338
Bucharest Romania	44.4361414 26.1027202
Ginjinha-Bar, Lisbon, Portugal	38.7149285 -9.1382766
Koldby, Nordjylland, Denmark	56.8460899 8.5239231
Rae Bareli, Uttar Pradesh, India	26.25 81.25
Gluszyca, Dolnoslaskie, Poland	50.6862202 16.3730583
Griffin, Georgia, USA	33.0532429 -83.0214185
Sathon, Bangkok, Thailand	13.7213584 100.5305075
Pownal, Maine, USA	43.8922563 -70.1835179
Le Lavandou, Var, France	43.1383795 6.3701286
Stari Grad, Vipava, Slovenia	45.8503415 13.9642137
Dolanky, Czech Republic	50.3935225 15.0063014
Bremgarten, Switzerland	47.3539569 8.3376446
Helvetia, Oregon, USA	45.5956712 -122.917326
Devojacki Bunar, Serbia	44.9898769 20.9470942
Harbor Springs, Michigan, USA	45.431676 -84.991999
Westmoreland, Jamaica	18.210402600000002 -77.97932110510433
Valdivia, Chile	-39.8141262 -73.2459859
Usquert, Groningen, Netherlands	53.4024685 6.6117672
Lanesboro, Minnesota, USA	43.7207974 -91.9768224
Arbore, Romania	47.7312669 25.9200022
Needles Old Battery, Isle of Wight, UK	50.6628429 -1.583283477209302
Hualien County, Taiwan	23.9913421 121.6197276
Fullarton, Australia	-34.9540475 138.6263553
Niechorze, Zachodniopomorskie, Poland	54.0953653 15.0819989
Emma Wood State Beach, California, USA	34.28421695 -119.32237250298436
Ruhr Area, North Rhine-Westphalia, Germany	51.51751795 7.1439182017132445
Inman Valley, South Australia, Australia	-35.4947954 138.4574654
Sete Rios, Lisbon, Portugal	38.7424071 -9.1618459
Rivierenbuurt, Amsterdam, The Netherlands	52.34404 4.9036533
Rio De Janeiro, Brazil	-22.9110137 -43.2093727
Haltern am See, North Rhine-Westphalia, Germany	51.75811899999999 7.179758810984894
Zeepreventorium, De Haan, Belgium	51.27294045 3.0198721066593888
Cluj Napoca, Romania	46.769379 23.5899542
Ellicott City, Maryland, USA	39.275735850000004 -76.831741741596
Alcatraz ER, Tokyo, Japan	35.6572196 139.6955089
Bradford County, Pennsylvania, USA	41.7746685 -76.5264613
San Martin, California, USA	37.089655 -121.59450459760274
Stains, Seine-Saint-Denis, France	48.9565669 2.3825154
Lansing, New York, USA	42.4840418 -76.4779117
Oregon, Wisconsin, USA	42.9259657 -89.3842779
95691, California, USA	38.558385639979676 -121.54552189804961
Bourgogne, France	47.27808725 4.222486304306048
Barajas, Madrid, Spain	40.4733176 -3.5798446
Constanta County, Romania	44.18615415 28.642698710760328
Jan Mayen, Norway	70.99341765 -8.350019623637058
Mariposa County, California, USA	37.570148 -119.9036592
Suffolk County, New York, USA	40.8832318 -72.8578027
Kanengo, Lilongwe, Malawi	-13.9094625 33.78388593275004
Goslar, Lower Saxony, Germany	51.9059936 10.4266284
Garyville, Louisiana, USA	30.0701655 -90.63015482387709
Somers, Montana, USA	48.087058 -114.2311672928749
Shamiram, Aragatsotn Province, Armenia	40.2758751 44.0985292
Paris 9, Paris, France	48.8456424 2.4029431
Newark, Delaware, USA	39.6852191 -75.7508289
Hurleyville, New York, USA 	41.735646 -74.6743277
Bullhead City, Arizona, USA	35.1477774 -114.5682983
Caro, Michigan, USA	43.491132 -83.396897
Tulum, Quintana Roo, Mexico	20.2152358 -87.42953531439221
Kyviskes, Vilnius County, Lithuania	54.6717791 25.5020582
Gardendale, Texas, USA	32.0310311 -102.334266
Darrington, Washington, USA	48.252261 -121.6038768
Clear Lake, Iowa, USA	43.1380915 -93.3792003
Fortitude Valley, Brisbane, Australia	-27.4562467 153.0358184
Puxieux, Meurthe-et-Moselle, France	49.0754433 5.8887582
Dos Bocas, Veracruz, Mexico	18.4113907 -95.7074161
Trafalgar Way Sterling Heights, Michigan, USA	42.578422 -83.023456
Virton, Luxembourg, Belgium	49.5605149 5.5196466
Tres Valles, Veracruz, Mexico	18.2921576 -96.16641196824392
Watchung, New Jersey, USA	40.6378801 -74.4509863
Muskegon Heights, Michigan, USA	43.201126 -86.238946
Albuquerque International Sunport Airport	35.037669449999996 -106.61096752176844
Helsinginkatu, Helsinki, Finland	60.187734 24.9617769
Broxton, Georgia, USA	31.6253346 -82.8866264
ESEC, Coimbra, Portugal	40.2054977 -8.405267590700962
Croatan, North Carolina, USA	34.9684927 -76.9685559
Colonia del Sacramento, Colonia, Uruguay	-34.4698592 -57.8433679
2649 North Beachwood Drive. Hollywood, California, USA	34.0789474 -118.3216714
Sv�t� Jur, Slovakia	48.6208305 17.2110221
Wattens, Tirol, Austria	47.2935786 11.5907326
Worthington Glacier, Alaska, USA	61.168019349999994 -145.78380014501477
Waabs, Schleswig-Holstein, Germany	54.5332352 9.9880722
British Virgin Islands	18.4024395 -64.5661642
autoroute A6, Nemours, France	48.2728744 2.7136123
Lynnville, Tennessee, USA	35.3767432 -87.0061171
The Centre, Northern Territory, Australia	-12.430099850000001 130.90863920804827
Providence, RI 02903, USA	41.8239891 -71.4128343
McMurray, Pennsylvania, USA	40.2791485 -80.08863201727166
Bad Aussee, Steiermark, Austria	47.6094985 13.7835784
Valley Falls, Kansas, USA	39.343232 -95.4597273
Messy, Seine-et-Marne, France	48.9664371 2.7002556
Aspa, Sweden	58.5417233 15.9956105
Gleichen, Lower Saxony, Germany	51.47680775 10.056298347307763
Ochiishi, Hokkaido, Japan	43.1986496 145.5195627
Sajavakho, Georgia	42.1039789 42.2981833
Isla Mujeres, Q.R., Mexico	21.1266793 -86.8865148
Montreal-Est, Quebec, Canada	45.6309797 -73.4977437
D�ren, North Rhine-Westphalia, Germany	51.1926862 6.6607801410489085
Cabinteely, Co. Dublin, Ireland	53.2612843 -6.1505691
Lisbon Port, Lisbon, Portugal	38.69853205 -9.173914464221031
Arunachal Pradesh, India	28.0937702 94.5921326
Strukov, Czech Republic	49.7328534 17.1753752
Nashville, Ontario, Canada	43.8408589 -79.663904
Beiteddine Palace, Beit ed-Dine, Lebanon	33.6954756 35.5803631
Haaltert, Flanders, Belgium	50.887393349999996 3.9904300285117014
Tharwa Australian Capital Territory, Australia	-35.5104477 149.0636345
Bruges, West Flanders, Belgium	51.2085526 3.226772
Grimentz, Kanton Wallis, Switzerland	46.1802947 7.573834
Yungas Road, Bolivia	-16.297572 -67.821178
Aichi, Japan	35.1219442 137.081740723195
Newcastle, County Wicklow, Ireland	53.0711432 -6.0638874
Savona, Liguria, Italy	44.2334238 8.252572737021062
San Francisco, Panama City, Panama	8.9932045 -79.5106293
11 00153 Rome, Lazio, Italy	41.9248177 12.4879358
Wehlen, Rhineland-Palatinate, Germany	49.9422776 7.035140877964466
Fontenay-aux-Roses, Hauts-de-Seine, France	48.7911052 2.2870373
Peak, South Carolina, USA	34.237123 -81.32918665913238
Milano, Lombardia, Italy	45.4641943 9.1896346
Greenville, California, USA	40.136846500000004 -120.95057800475286
Lava Beds National Monument, California, USA	41.76992415 -121.52641555491755
Gernsheim, Hessen, Germany	49.7505186 8.4861853
Capitan, New Mexico, USA	33.5453572 -105.5722043
Lenox, Massachusetts, USA	42.3711232 -73.2721461
Antelope, California, USA	38.7082357 -121.3299513
Charleston, West Virginia, USA	38.3505995 -81.6332812
Mandalay, Burma	21.9812746 96.082375
Aalsmeer, Noord-Holland, Netherlands	52.2658344 4.766170039669312
271 Madison Ave. New York City, New York, USA	40.7511158 -73.9802401
CEA Saclay - Paris, France	48.7094984 2.148721749110957
Hainan Island, China	19.1602271 109.62914820519059
Aalter, East-Flanders, Belgium	51.083894 3.4485192
Pamplona, Lima, Peru	-12.1204936 -76.9794348
Bakony, Hungary	47.16720945 17.771975328729166
Mermentau, Louisiana, USA	30.1899281 -92.5826383
Munsu Cup Stadium, Ulsan, South Korea	35.5330059 129.2585538997232
Alexandra, Otago, New Zealand	-45.2535683 169.3870836
Manganuioteao River, Manawatu-Wanganui, New Zealand	-39.3198428 175.2476293
Darmstadt, Germany	49.872775 8.651177
Gig Harbor, Washington, USA	47.3259697 -122.5878659
Overath, North Rhine-Westphalia, Germany	50.9320015 7.2839042
Oistins, Barbados	13.0631947 -59.542242
Khlong San, Bangkok, Thailand	13.7289978 100.5068657
Leesburg, Florida, USA	28.810823 -81.8778582
Schongau, Oberbayern, Germany	47.8379429 11.142904817151624
Waupun, Wisconsin, USA	43.633216 -88.7296352
New Rochelle, New York, USA	40.9115386 -73.7826363
North Fork Reservoir, North Carolina, USA	35.6686932 -82.33852072335777
Crowley, Louisiana, USA	30.2140928 -92.3745761
Mead, Washington, USA	47.7673923 -117.354939
King's College Hospital, London, UK	51.46847315 -0.09373195691807523
Duquesne, Arizona, USA	31.3709328 -110.6853608
Capestang, France	43.3265792 3.0457226
Bassin d'Arcachon, Gironde, France	44.8486907 -1.1091873
Canton, China	23.1301964 113.2592945
Den Bosch, Noord-Brabant, Netherlands	51.6889387 5.303116
Oakland County, Michigan, USA	42.6618842 -83.3804439
Zaventem, Flanders, Belgium	50.8806207 4.4730008
Mays Landing, New Jersey, USA	39.452786 -74.72469501133642
Ritz Carlton, Moscow, Russia	55.7573218 37.61295165228725
Bay St. Louis, Mississippi, USA	30.3132453 -89.3343223
Wallhausen, Rhineland-Palatinate, Germany	49.8882785 7.7684146
Tokoname, Aichi, Japan	34.895858 136.838323
Brooksville, Kentucky, USA	38.6825719 -84.0657632
Rivers, Manitoba, Canada	50.0310937 -100.2342492
Durham, Connecticut, USA	41.4817647 -72.6812059
Currumbin Wildlife Sanctuary, Gold Coast. Australia	-28.13739295 153.48522928586823
Dompierre-sur-Mer, Charente-Maritime, France	46.186001 -1.0656405
Koganei, Tokyo, Japan	35.7041083 139.5106759
Supply, North Carolina, USA	34.0176717 -78.267499
Deloraine, Tasmania, Australia	-41.5250938 146.65993
Immokalee, Florida, USA	26.42016 -81.42224084651733
Fort Polignac, Algeria	27.852850500000002 7.8189636047396895
Toronto Ontario, Canada	43.6534817 -79.3839347
Stangass, Germany	47.6314438 12.9808295
Hydra Beach, Greece	37.4148116 23.3390336
Lake Illawarra, Australia	-34.52250215 150.84046599133683
Towaco, New Jersey, USA	40.9230477 -74.3433955
Central Connecticut State University	41.692927749999996 -72.7654290341701
Casino Miami - 3500 NW 37th Avenue Miami, Florida, USA	25.807318600000002 -80.2572639464585
30 Rue Vieille du Temple, 75004 Paris, France	48.8574347 2.3576107
Weedsport, New York, USA	43.048677 -76.5627197
Dollerupholz, Schleswig Holstein, Germany	54.8053345 9.7094506
Mazury, Poland	52.9506783 22.6160585
Frangokastello, Crete, Greece	35.1815858 24.2314576
Noank, Connecticut, USA	41.3278767 -71.9906292
Dunn Loring, Virginia, USA	38.896013499999995 -77.22880787620666
Ghost Public Land Use Zone, Alberta, Canada	51.427557 -115.02687095879998
Madison, Illinois, USA	38.811063 -89.9017112
DeWitt, Michigan, USA	42.842382 -84.5694103
Kingsville, Ontario, Canada	42.0378963 -82.7396606
Sucevita, Romania	47.7804784 25.7200274
Avenches, Switzerland	46.879575 7.040941
Willamette Falls, Oregon, USA	45.3510201 -122.6192731
Palos, Illinois, USA	41.6673636 -87.8304952
Mangenguey Island, Palawan, Philippines	12.00951655 119.87018094103175
Airport City, Bremen	53.0453419 8.789641688895548
Musikverein, Vienna, Austria	48.200568649999994 16.372765057194
Boerenhol, Geraardsbergen, Belgium	50.7709182 3.8835046
Colerain, Ohio, USA	40.1259045 -80.8086973
Copper Triangle, South Australia, Australia	-33.9641827 137.7123138
Lohmen, Saxony, Germany	50.9886263 13.998086
Bitter Creek National Wildlife Refuge, California, USA	34.9364901 -119.35988143352301
Bar, Montenegro	42.0979745 19.0954528
Mudanya, Turkey	40.3254848 28.769453309265124
Waimarama, Hawke's Bay, New Zealand	-39.815792 176.9902325
Mississippi River, Louisiana, USA	30.0212706 -90.7185052
Tbilisi Railway Station, Tbilisi, Georgia	41.7213276 44.8003081
Leeton, New South Wales, Australia	-34.5483333 146.4011111
Wynnewood, Oklahoma, USA	34.6434171 -97.1644656
Warrenton, Virginia, USA	38.7135498 -77.795367
Corozal Town, Belize	18.394332 -88.3886854
Khagrachhari, Bangladesh	23.1077999 91.9889955
Big Island Hawaii, USA	19.58955475 -155.44869830348483
Koh Tao, Thailand	10.0921822 99.83953617562148
Gamerco, New Mexico, USA	35.5711137 -108.763993
Cova do Vapor, Portugal	38.6645528 -9.2567217
Crothersville, Indiana, USA	38.8006115 -85.8416384
Manchester, England, Uk	53.4794892 -2.2451148
Springbank, Alberta, Canada	51.0780176 -114.3421501
Pigeon, Michigan, USA	43.8300075 -83.2704555
Durie Hill Elevator, Wanganui, New Zealand	-39.9366621 175.060806
River Thames, England, UK	51.5601534 -0.7793712
7200 Princeton Rd. Rowlett, Texas, USA	32.923759387634014 -96.51848290467237
Vevey, Canton de Vaud, Switzerland	46.4602978 6.8418655
Istedgade 28, Copenhagen, Denmark	55.671176 12.559385
Innamincka Regional Reserve, South Australia, Australia	-27.63266835 140.57458507641877
Jurong East, Jurong, Singapore	1.333108 103.7422939
Republic of South Sudan	7.8699431 29.6667897
Hapur, Uttar Pradesh, India	28.740612499999997 77.83542556519009
